step,reward,cumulative_reward,instantaneous_regret,cumulative_regret,moving_average_reward
0,0.760222,0.760222,0.35808300000000015,0.35808300000000015,0.760222
1,0.548342,1.308564,0.5699630000000001,0.9280460000000003,0.654282
2,0.63145,1.9400140000000001,0.48685500000000015,1.4149010000000004,0.6466713333333334
3,0.965402,2.905416,0.15290300000000012,1.5678040000000006,0.726354
4,0.840626,3.746042,0.2776790000000001,1.8454830000000007,0.7492084
5,0.816946,4.562988,0.30135900000000015,2.146842000000001,0.760498
6,0.940624,5.5036119999999995,0.1776810000000001,2.324523000000001,0.7862302857142857
7,0.722446,6.226057999999999,0.39585900000000007,2.720382000000001,0.7782572499999999
8,0.678123,6.9041809999999995,0.4401820000000001,3.1605640000000013,0.7671312222222222
9,0.959319,7.863499999999999,0.15898600000000007,3.3195500000000013,0.7863499999999999
10,0.905034,8.768533999999999,0.2132710000000001,3.5328210000000015,0.8008312
11,0.661723,9.430257,0.45658200000000015,3.9894030000000016,0.8121692999999999
12,0.035827,9.466083999999999,1.082478,5.071881000000001,0.752607
13,0.723833,10.189916999999998,0.39447200000000016,5.466353000000002,0.7284501000000001
14,1.001047,11.190963999999997,0.11725800000000008,5.583611000000001,0.7444922
15,0.89396,12.084923999999997,0.22434500000000013,5.807956000000002,0.7521936
16,0.899613,12.984536999999998,0.2186920000000001,6.026648000000002,0.7480924999999999
17,0.880509,13.865045999999998,0.23779600000000012,6.264444000000002,0.7638988
18,0.488074,14.353119999999997,0.6302310000000001,6.894675000000002,0.7448939
19,0.873528,15.226647999999997,0.24477700000000013,7.139452000000002,0.7363147999999999
20,0.945478,16.172126,0.17282700000000006,7.312279000000002,0.7403592
21,0.732821,16.904947,0.38548400000000016,7.697763000000002,0.747469
22,0.873956,17.778903,0.24434900000000015,7.942112000000002,0.8312818999999999
23,1.01251,18.791413,0.10579500000000008,8.047907000000002,0.8601496000000001
24,0.643724,19.435136999999997,0.47458100000000014,8.522488000000003,0.8244172999999998
25,0.992325,20.427462,0.1259800000000001,8.648468000000003,0.8342537999999997
26,0.83809,21.265552,0.2802150000000001,8.928683000000003,0.8281015
27,0.841778,22.10733,0.2765270000000001,9.205210000000003,0.8242284
28,0.769845,22.877175,0.3484600000000001,9.553670000000002,0.8524054999999999
29,0.982214,23.859389,0.13609100000000007,9.689761000000003,0.8632740999999999
30,0.837644,24.697033,0.28066100000000005,9.970422000000003,0.8524906999999999
31,0.950424,25.647457000000003,0.16788100000000006,10.138303000000002,0.8742510000000001
32,0.894769,26.542226000000003,0.22353600000000007,10.361839000000002,0.8763323
33,0.800669,27.342895000000002,0.31763600000000014,10.679475000000002,0.8551482
34,0.657004,27.999899000000003,0.46130100000000007,11.140776000000002,0.8564762
35,1.06926,29.069159000000003,0.049045000000000005,11.189821000000002,0.8641697
36,0.73916,29.808319000000004,0.37914500000000007,11.568966000000001,0.8542767000000001
37,0.996943,30.805262000000006,0.12136200000000008,11.690328000000001,0.8697931999999999
38,0.741025,31.546287000000007,0.37728000000000006,12.067608000000002,0.8669112
39,0.200696,31.746983000000007,0.9176090000000001,12.985217000000002,0.7887593999999999
40,0.834874,32.58185700000001,0.2834310000000001,13.268648000000002,0.7884824
41,0.866266,33.44812300000001,0.2520390000000001,13.520687000000002,0.7800665999999999
42,1.05089,34.49901300000001,0.067415,13.588102000000003,0.7956787
43,0.751994,35.251007000000016,0.36631100000000005,13.954413000000002,0.7908112
44,0.746762,35.99776900000001,0.37154300000000007,14.325956000000003,0.799787
45,0.824988,36.82275700000001,0.29331700000000005,14.619273000000003,0.7753598
46,0.92799,37.75074700000001,0.19031500000000012,14.809588000000003,0.7942428
47,0.659504,38.41025100000001,0.4588010000000001,15.268389000000003,0.7604989000000001
48,1.118305,39.52855600000001,0.0,15.268389000000003,0.7982269000000002
49,0.910406,40.43896200000001,0.20789900000000006,15.476288000000002,0.8691979000000002
50,0.848424,41.28738600000001,0.26988100000000015,15.746169000000002,0.8705529000000001
51,0.872791,42.16017700000001,0.24551400000000012,15.991683000000002,0.8712054
52,0.808612,42.96878900000001,0.3096930000000001,16.301376,0.8469776
53,0.444785,43.41357400000001,0.6735200000000001,16.974896,0.8162567000000001
54,0.816801,44.23037500000001,0.3015040000000001,17.276400000000002,0.8232606
55,0.841785,45.07216000000001,0.2765200000000001,17.552920000000004,0.8249403
56,0.861197,45.93335700000001,0.2571080000000001,17.810028000000003,0.818261
57,0.707721,46.64107800000001,0.41058400000000006,18.220612000000003,0.8230827
58,0.886607,47.527685000000005,0.23169800000000007,18.452310000000004,0.7999129
59,0.808752,48.336437000000004,0.3095530000000001,18.761863000000005,0.7897475
60,0.76047,49.096907,0.3578350000000001,19.119698000000007,0.7809520999999999
61,0.845478,49.942385,0.27282700000000015,19.392525000000006,0.7782207999999999
62,0.781501,50.723886,0.3368040000000001,19.729329000000007,0.7755097
63,0.982979,51.706865,0.13532600000000006,19.864655000000006,0.8293291
64,0.990084,52.696949000000004,0.12822100000000014,19.992876000000006,0.8466574
65,0.628758,53.325707,0.48954700000000007,20.482423000000008,0.8253546999999999
66,0.765992,54.091699,0.3523130000000001,20.834736000000007,0.8158342
67,0.95072,55.042418999999995,0.1675850000000001,21.002321000000006,0.8401341
68,0.808282,55.850700999999994,0.31002300000000016,21.312344000000007,0.8323016000000001
69,0.946769,56.79747,0.17153600000000013,21.483880000000006,0.8461033
70,0.863313,57.660782999999995,0.2549920000000001,21.738872000000008,0.8563875999999999
71,0.636588,58.297371,0.48171700000000006,22.220589000000007,0.8354986
