experiment_name,policy_name,run_index,average_reward,average_quality,average_latency,average_iterations,total_experiences,match_rate
1-heuristic-baseline,HeuristicPolicy,0,0.7788962666666667,0.7849364497428938,1.0708046884924063,1.1083333333333334,120,0.4
1-heuristic-baseline,HeuristicPolicy,1,0.7890151147540985,0.766009298626767,1.0316878327049435,0.8852459016393442,122,0.4066666666666667
1-heuristic-baseline,HeuristicPolicy,2,0.7730150080645162,0.7682713780441393,1.0825474044640828,1.0887096774193548,124,0.41333333333333333
1-heuristic-baseline,HeuristicPolicy,3,0.7697506693548382,0.7628227075117855,1.038860923227591,0.8870967741935484,124,0.41333333333333333
1-heuristic-baseline,HeuristicPolicy,4,0.7859181499999999,0.7765272081480298,1.062181683024721,0.9583333333333334,120,0.4
1-heuristic-baseline,HeuristicPolicy,5,0.8043511900826444,0.7825833178369594,1.1183616287579878,0.9338842975206612,121,0.4033333333333333
1-heuristic-baseline,HeuristicPolicy,6,0.7659834903846151,0.7765472598116097,1.0766611140196352,1.1346153846153846,104,0.3466666666666667
1-heuristic-baseline,HeuristicPolicy,7,0.7799524074074073,0.7756088116057022,1.0612770847643997,1.1018518518518519,108,0.36
1-heuristic-baseline,HeuristicPolicy,8,0.7954774789915965,0.7639963643141874,1.051051407288395,0.865546218487395,119,0.39666666666666667
1-heuristic-baseline,HeuristicPolicy,9,0.813775566929134,0.7865923841117629,1.0468875274708183,0.9291338582677166,127,0.42333333333333334
1-heuristic-baseline,HeuristicPolicy,10,0.7912669568965518,0.7828389073209875,1.0555770598741694,1.0862068965517242,116,0.38666666666666666
1-heuristic-baseline,HeuristicPolicy,11,0.7864912213740457,0.7746579178139498,1.0610445826409756,1.0458015267175573,131,0.43666666666666665
1-heuristic-baseline,HeuristicPolicy,12,0.7849479237288137,0.774036470745501,1.069907241048707,0.9745762711864406,118,0.3933333333333333
1-heuristic-baseline,HeuristicPolicy,13,0.7740853070175436,0.7758924695231945,1.0361449367053024,1.105263157894737,114,0.38
1-heuristic-baseline,HeuristicPolicy,14,0.7936087661290322,0.78698486902523,1.0288137562885977,1.0161290322580645,124,0.41333333333333333
1-heuristic-baseline,HeuristicPolicy,15,0.8112705596330275,0.78091846182582,1.081032122238583,0.8348623853211009,109,0.36333333333333334
1-heuristic-baseline,HeuristicPolicy,16,0.7631522231404959,0.7602034151764115,1.114577839618616,1.0826446280991735,121,0.4033333333333333
1-heuristic-baseline,HeuristicPolicy,17,0.7935584953271025,0.7674086986579104,1.0470983301151557,1.02803738317757,107,0.3566666666666667
1-heuristic-baseline,HeuristicPolicy,18,0.7713583838383837,0.7755324784108597,1.073380546596055,1.101010101010101,99,0.33
1-heuristic-baseline,HeuristicPolicy,19,0.7736226746031749,0.7767484226876437,1.0625152912270392,1.0634920634920635,126,0.42
1-heuristic-baseline,HeuristicPolicy,20,0.7798733482142856,0.7743743144286122,1.068592047765214,0.9196428571428571,112,0.37333333333333335
1-heuristic-baseline,HeuristicPolicy,21,0.7955200909090911,0.7769462102263086,1.083069534851946,1.0,110,0.36666666666666664
1-heuristic-baseline,HeuristicPolicy,22,0.7719001428571431,0.7758103334274447,1.0603471292419484,0.9285714285714286,112,0.37333333333333335
1-heuristic-baseline,HeuristicPolicy,23,0.7708804206349201,0.7865546666018517,1.0753898398140402,1.1031746031746033,126,0.42
1-heuristic-baseline,HeuristicPolicy,24,0.8027952702702704,0.7893351654612545,1.0641322375257307,0.972972972972973,111,0.37
1-heuristic-baseline,HeuristicPolicy,25,0.788362829059829,0.7804247273608682,1.0378205854608795,1.1025641025641026,117,0.39
1-heuristic-baseline,HeuristicPolicy,26,0.7942645762711864,0.7721470810549778,1.0491765572364318,1.0,118,0.3933333333333333
1-heuristic-baseline,HeuristicPolicy,27,0.808798105691057,0.7860735930789726,1.0739658778144114,1.032520325203252,123,0.41
1-heuristic-baseline,HeuristicPolicy,28,0.7701595,0.7758978372895068,1.0599725665254753,1.1164383561643836,146,0.4866666666666667
1-heuristic-baseline,HeuristicPolicy,29,0.809889027522936,0.7885610970170758,1.078029662466984,0.8807339449541285,109,0.36333333333333334
2-cold-start-linucb-alpha-0.25,LinUCBPolicy,0,0.7788962666666667,0.7849364497428938,1.0708046884924063,1.1083333333333334,120,0.4
2-cold-start-linucb-alpha-0.25,LinUCBPolicy,1,0.7890151147540985,0.766009298626767,1.0316878327049435,0.8852459016393442,122,0.4066666666666667
2-cold-start-linucb-alpha-0.25,LinUCBPolicy,2,0.7730150080645162,0.7682713780441393,1.0825474044640828,1.0887096774193548,124,0.41333333333333333
2-cold-start-linucb-alpha-0.25,LinUCBPolicy,3,0.7697506693548382,0.7628227075117855,1.038860923227591,0.8870967741935484,124,0.41333333333333333
2-cold-start-linucb-alpha-0.25,LinUCBPolicy,4,0.7859181499999999,0.7765272081480298,1.062181683024721,0.9583333333333334,120,0.4
2-cold-start-linucb-alpha-0.25,LinUCBPolicy,5,0.8043511900826444,0.7825833178369594,1.1183616287579878,0.9338842975206612,121,0.4033333333333333
