step,reward,cumulative_reward,instantaneous_regret,cumulative_regret,moving_average_reward
0,1.049519,1.049519,0.0,0.0,1.049519
1,0.841376,1.890895,0.20814300000000008,0.20814300000000008,0.9454475
2,0.630538,2.521433,0.41898100000000005,0.6271240000000001,0.8404776666666667
3,0.546796,3.068229,0.5027230000000001,1.1298470000000003,0.76705725
4,0.881046,3.949275,0.1684730000000001,1.2983200000000004,0.789855
5,0.914697,4.863972,0.1348220000000001,1.4331420000000006,0.8106620000000001
6,0.733213,5.5971850000000005,0.3163060000000001,1.7494480000000006,0.7995978571428572
7,0.442862,6.040047,0.6066570000000001,2.356105000000001,0.755005875
8,0.767333,6.80738,0.28218600000000005,2.6382910000000006,0.7563755555555556
9,0.811118,7.618498000000001,0.23840100000000009,2.8766920000000007,0.7618498
10,0.867915,8.486413,0.1816040000000001,3.058296000000001,0.7436893999999998
11,0.829519,9.315932,0.22000000000000008,3.278296000000001,0.7425037000000001
12,0.506504,9.822436,0.5430150000000001,3.821311000000001,0.7301003
13,0.581158,10.403594,0.46836100000000014,4.289672000000001,0.7335365
14,0.982214,11.385808,0.06730500000000006,4.356977000000001,0.7436533000000001
15,0.737719,12.123527000000001,0.3118000000000001,4.668777000000001,0.7259555000000001
16,0.874123,12.99765,0.1753960000000001,4.844173000000001,0.7400465
17,0.883048,13.880698,0.16647100000000004,5.010644000000001,0.7840651000000001
18,0.911929,14.792627000000001,0.1375900000000001,5.148234000000001,0.7985247
19,0.749067,15.541694000000001,0.30045200000000005,5.448686000000001,0.7923196
20,0.68234,16.224034000000003,0.36717900000000014,5.815865000000001,0.7737621
21,0.696428,16.920462000000004,0.35309100000000004,6.168956000000001,0.760453
22,0.593734,17.514196000000005,0.4557850000000001,6.624741000000002,0.7691760000000001
23,0.905166,18.419362000000007,0.14435300000000006,6.769094000000002,0.8015768
24,0.534676,18.954038000000008,0.514843,7.283937000000002,0.756823
25,0.870463,19.82450100000001,0.1790560000000001,7.462993000000002,0.7700974000000002
26,0.594905,20.41940600000001,0.4546140000000001,7.917607000000002,0.7421756
27,0.771758,21.191164000000008,0.27776100000000004,8.195368000000002,0.7310466
28,1.04639,22.237554000000006,0.0031290000000001594,8.198497000000001,0.7444927
29,0.919659,23.157213000000006,0.1298600000000001,8.328357000000002,0.7615519
30,0.86004,24.017253000000007,0.18947900000000006,8.517836000000003,0.7793219
31,0.923019,24.940272000000007,0.12650000000000006,8.644336000000003,0.8019809999999999
32,0.62962,25.569892000000007,0.41989900000000013,9.064235000000004,0.8055695999999999
33,1.047744,26.617636000000008,0.001775000000000082,9.066010000000004,0.8198274
34,0.920705,27.53834100000001,0.1288140000000001,9.194824000000004,0.8584303
35,0.576941,28.11528200000001,0.47257800000000005,9.667402000000004,0.8290780999999999
36,0.589598,28.70488000000001,0.45992100000000014,10.127323000000004,0.8285473999999999
37,0.166127,28.87100700000001,0.8833920000000001,11.010715000000005,0.7679843
38,0.474196,29.34520300000001,0.575323,11.586038000000006,0.7107648999999999
39,0.486845,29.832048000000007,0.5626740000000001,12.148712000000005,0.6674835
40,0.339245,30.171293000000006,0.7102740000000001,12.858986000000005,0.615404
41,0.620637,30.791930000000004,0.4288820000000001,13.287868000000005,0.5851658
42,0.573563,31.365493000000004,0.47595600000000005,13.763824000000005,0.5795601
43,0.735422,32.10091500000001,0.31409700000000007,14.077921000000005,0.5483279000000001
44,0.564517,32.66543200000001,0.48500200000000004,14.562923000000005,0.5127091
45,0.825885,33.49131700000001,0.2236340000000001,14.786557000000006,0.5376035
46,0.759372,34.25068900000001,0.29014700000000004,15.076704000000005,0.5545809
47,0.475582,34.72627100000001,0.5739370000000001,15.650641000000006,0.5855264
48,0.927918,35.65418900000001,0.12160100000000007,15.772242000000006,0.6308986
49,0.969494,36.62368300000001,0.08002500000000012,15.852267000000007,0.6791635
50,-0.00223,36.62145300000001,1.051749,16.904016000000006,0.645016
51,0.377173,36.99862600000001,0.6723460000000001,17.576362000000007,0.6206696
52,0.201442,37.20006800000001,0.8480770000000001,18.424439000000007,0.5834575
53,0.776158,37.97622600000001,0.2733610000000001,18.697800000000008,0.5875311
54,0.530593,38.506819000000014,0.5189260000000001,19.21672600000001,0.5841387
55,0.660525,39.167344000000014,0.38899400000000006,19.60572000000001,0.5676026999999999
56,0.68437,39.851714000000015,0.36514900000000006,19.970869000000008,0.5601025
57,0.80229,40.654004000000015,0.24722900000000014,20.21809800000001,0.5927733000000001
58,0.285964,40.939968000000015,0.7635550000000001,20.98165300000001,0.5285779
59,0.49707,41.437038000000015,0.5524490000000001,21.534102000000008,0.48133549999999997
60,0.984549,42.42158700000002,0.06497000000000008,21.599072000000007,0.5800134
61,0.794948,43.216535000000015,0.2545710000000001,21.853643000000005,0.6217908999999999
62,0.880245,44.09678000000002,0.16927400000000004,22.022917000000007,0.6896712
63,0.909386,45.006166000000015,0.14013300000000006,22.163050000000005,0.702994
64,0.406111,45.41227700000002,0.6434080000000001,22.806458000000006,0.6905458
65,0.927212,46.339489000000015,0.12230700000000005,22.928765000000006,0.7172145000000001
